num_tasks	util	tset_idx	freq	count	misses	miss_ratio	minslack	maxslack	migrations
8	3.0	8	0	2328	1863	0.8002577319587629	-7378537	382430	0
8	3.0	9	0	1724	1694	0.9825986078886311	-6988019	250220	0
8	3.1	0	0	1994	1465	0.734704112337011	-5895284	819930	0
8	3.1	1	0	2446	2409	0.9848732624693377	-7006582	172734	11
8	3.1	2	0	2222	1772	0.7974797479747975	-6372324	442609	0
8	3.1	3	0	1525	1283	0.8413114754098361	-6389515	555796	0
8	3.1	4	0	1134	1120	0.9876543209876543	-7727648	575011	0
8	3.1	5	0	1577	1496	0.9486366518706405	-7845708	662186	0
8	3.1	6	0	1664	1416	0.8509615384615384	-6904621	749140	22
8	3.1	7	0	998	799	0.8006012024048096	-7660612	350794	0
8	3.1	8	0	2304	1992	0.8645833333333334	-7993732	371363	0
8	3.1	9	0	1689	1676	0.9923031379514505	-8031919	274191	0
8	3.2	0	0	1965	1445	0.7353689567430025	-6870847	472403	0
8	3.2	1	0	2459	2404	0.9776331842212281	-6973194	169053	8
8	3.2	2	0	2158	2061	0.9550509731232623	-8047844	254104	0
8	3.2	3	0	1556	1353	0.8695372750642674	-6678318	642024	0
8	3.2	4	0	1123	1104	0.9830810329474622	-8373478	792487	0
8	3.2	5	0	1593	1476	0.9265536723163842	-7216855	634581	0
8	3.2	6	0	2138	1123	0.5252572497661365	-37435959	240862	16
8	3.2	7	0	991	792	0.7991927346115035	-8179488	342675	0
8	3.2	8	0	2311	2041	0.8831674599740372	-7600570	370605	6
8	3.2	9	0	1672	1657	0.9910287081339713	-8519510	271678	0
8	3.3	0	0	1949	1434	0.7357619291944587	-7461648	272171	3
8	3.3	1	0	2481	2431	0.9798468359532446	-6383162	208022	15
8	3.3	2	0	2172	2056	0.9465930018416207	-7579344	345547	0
8	3.3	3	0	1483	1446	0.9750505731625084	-8986226	529102	0
8	3.3	4	0	1085	1071	0.9870967741935484	-9959534	508223	0
8	3.3	5	0	1528	1505	0.9849476439790575	-9510376	668991	0
8	3.3	6	0	2277	1269	0.5573122529644269	-8682723	207723	14
8	3.3	7	0	961	772	0.8033298647242456	-15695747	316242	3
8	3.3	8	0	2226	2120	0.9523809523809523	-9577453	382158	11
8	3.3	9	0	1659	1634	0.9849306811332128	-8860425	430126	7
8	3.4	0	0	1904	1386	0.7279411764705882	-11044536	329168	12
8	3.4	1	0	2299	2271	0.9878207916485429	-19173313	170221	6
8	3.4	2	0	2145	2060	0.9603729603729604	-8274118	216818	0
8	3.4	3	0	1516	1315	0.8674142480211082	-7672791	698479	12
8	3.4	4	0	1090	1080	0.9908256880733946	-10021861	486299	4
8	3.4	5	0	1521	1497	0.9842209072978304	-9471802	294543	0
8	3.4	6	0	2251	1310	0.5819635717458908	-9695551	128422	13
8	3.4	7	0	954	764	0.80083857442348	-10488031	316602	0
8	3.4	8	0	2176	2103	0.9664522058823529	-10546067	515874	2
8	3.4	9	0	1623	1611	0.9926062846580407	-9934882	313523	0
8	3.5	0	0	1919	1403	0.7311099531005733	-8505654	190436	3
8	3.5	1	0	2373	2352	0.9911504424778761	-15075688	161407	12
8	3.5	2	0	2079	1596	0.7676767676767676	-26969444	289478	14
8	3.5	3	0	1420	1381	0.9725352112676057	-10555929	660557	0
8	3.5	4	0	1044	1032	0.9885057471264368	-14569065	376378	4
8	3.5	5	0	1457	1241	0.8517501715854495	-19197525	329627	8
8	3.5	6	0	2223	1488	0.6693657219973009	-10549932	126650	11
8	3.5	7	0	939	742	0.7902023429179978	-25090724	349840	3
8	3.5	8	0	1964	1782	0.9073319755600815	-34929780	470157	10
8	3.5	9	0	1530	1500	0.9803921568627451	-23811993	365868	21
8	3.6	0	0	1855	1353	0.7293800539083558	-10719254	128715	0
8	3.6	1	0	2151	2128	0.9893072989307299	-25497311	161630	10
8	3.6	2	0	2033	2002	0.984751598622725	-10796490	162033	5
8	3.6	3	0	1403	1365	0.9729151817533856	-10894869	654546	0
8	3.6	4	0	1009	985	0.9762140733399405	-26669954	375637	8
8	3.6	5	0	1439	1410	0.9798471160528145	-12214937	169240	0
8	3.6	6	0	2092	1495	0.7146271510516252	-23177093	326284	34
8	3.6	7	0	922	375	0.4067245119305857	-22207352	443041	17
8	3.6	8	0	2155	2090	0.9698375870069605	-11433606	132199	0
8	3.6	9	0	1551	1526	0.9838813668600903	-19453335	286487	10
12	1.0	0	0	2527	0	0.0	115506	1023227	0
12	1.0	1	0	3464	0	0.0	94375	524039	0
12	1.0	2	0	2095	0	0.0	106800	977103	0
12	1.0	3	0	1930	0	0.0	109155	1096524	0
12	1.0	4	0	2739	0	0.0	71223	1126078	0
12	1.0	5	0	2131	0	0.0	135372	1059420	0
12	1.0	6	0	2426	1	0.00041220115416323167	-14313	1006100	0
12	1.0	7	0	3236	0	0.0	104485	851126	0
12	1.0	8	0	2608	1	0.0003834355828220859	-4151	977139	0
12	1.0	9	0	2977	0	0.0	96303	1044175	0
12	1.15	0	0	2467	0	0.0	96895	603985	0
12	1.15	1	0	2526	1	0.000395882818685669	-5341	1020417	0
12	1.15	2	0	2094	0	0.0	104412	976398	0
